,quarter,universe_time,quarter_time,shot_clock,positions,game_time
43352,3,1451086787286,707.21,11.2,"[[-1, -1, 95.00891, 31.37466, 3.76177], [1610612744, 101106, 85.08558, 23.03659, 0.0], [1610612744, 201575, 79.69428, 42.96272, 0.0], [1610612744, 201939, 94.60795, 32.8104, 0.0], [1610612744, 202691, 65.62622, 44.55366, 0.0], [1610612744, 203110, 93.70402, 39.55651, 0.0], [1610612739, 2544, 94.3617, 44.57434, 0.0], [1610612739, 2747, 64.93808, 39.43691, 0.0], [1610612739, 201567, 91.86852, 24.75368, 0.0], [1610612739, 202681, 83.6933, 19.50454, 0.0], [1610612739, 202389, 88.89929, 28.6038, 0.0]]",1452.79
43353,3,1451086789365,708.0,24.0,"[[-1, -1, 92.71642, 22.04143, 4.03663], [1610612744, 101106, 61.34307, 22.68879, 0.0], [1610612744, 201575, 61.15689, 40.32624, 0.0], [1610612744, 201939, 86.52272, 31.40937, 0.0], [1610612744, 202691, 59.76391, 35.96248, 0.0], [1610612744, 203110, 81.84542, 34.67782, 0.0], [1610612739, 2544, 81.86448, 44.85339, 0.0], [1610612739, 2747, 53.75992, 34.30074, 0.0], [1610612739, 201567, 95.31038, 17.91373, 0.0], [1610612739, 202681, 90.09764, 11.32167, 0.0], [1610612739, 202389, 74.98857, 24.96418, 0.0]]",1452.0
43907,3,1451086811525,690.9,6.11,"[[-1, -1, 5.49826, 23.88084, 5.78392], [1610612744, 101106, 19.54591, 41.84377, 0.0], [1610612744, 201575, 8.19399, 19.39123, 0.0], [1610612744, 201939, 17.10003, 23.70757, 0.0], [1610612744, 202691, 12.95288, 32.50929, 0.0], [1610612744, 203110, 7.43444, 24.52889, 0.0], [1610612739, 2544, 11.50294, 3.13193, 0.0], [1610612739, 2747, 34.17144, 13.22474, 0.0], [1610612739, 201567, 9.02942, 43.1171, 0.0], [1610612739, 202681, 28.0227, 40.7041, 0.0], [1610612739, 202389, 8.77743, 25.54458, 0.0]]",1469.1
43908,3,1451086811565,690.86,24.0,"[[-1, -1, 5.48804, 23.81966, 5.23422], [1610612744, 101106, 19.59094, 42.23335, 0.0], [1610612744, 201575, 8.2892, 19.574, 0.0], [1610612744, 201939, 16.93693, 23.87344, 0.0], [1610612744, 202691, 13.04599, 32.36555, 0.0], [1610612744, 203110, 7.26301, 24.49144, 0.0], [1610612739, 2544, 11.77541, 3.20963, 0.0], [1610612739, 2747, 34.35886, 13.34915, 0.0], [1610612739, 201567, 9.11653, 42.83135, 0.0], [1610612739, 202681, 28.40102, 40.76542, 0.0], [1610612739, 202389, 8.91946, 25.42462, 0.0]]",1469.1399999999999
44178,3,1451086822365,680.06,15.05,"[[-1, -1, 89.41336, 26.37344, 9.61618], [1610612744, 101106, 84.34975, 20.77387, 0.0], [1610612744, 201575, 83.11635, 3.68002, 0.0], [1610612744, 201939, 54.44324, 35.70677, 0.0], [1610612744, 202691, 86.87237, 22.6495, 0.0], [1610612744, 203110, 59.22, 18.47884, 0.0], [1610612739, 2544, 84.35619, 17.98992, 0.0], [1610612739, 2747, 87.14845, 28.36834, 0.0], [1610612739, 201567, 83.74905, 23.81905, 0.0], [1610612739, 202681, 65.83667, 34.35903, 0.0], [1610612739, 202389, 88.46958, 23.60446, 0.0]]",1479.94
44179,3,1451086843885,680.0,24.0,"[[-1, -1, 75.65092, 24.4274, 1.83577], [1610612744, 101106, 83.81991, 15.55706, 0.0], [1610612744, 201575, 62.93938, 29.65981, 0.0], [1610612744, 201939, 60.49924, 19.11887, 0.0], [1610612744, 202691, 74.42709, 24.38139, 0.0], [1610612744, 203110, 84.7307, 33.86556, 0.0], [1610612739, 2544, 67.795, 5.72821, 0.0], [1610612739, 2747, 82.22097, 33.42029, 0.0], [1610612739, 201567, 88.50387, 34.7165, 0.0], [1610612739, 202681, 69.79128, 1.20994, 0.0], [1610612739, 202389, 88.17214, 16.07679, 0.0]]",1480.0
44862,3,1451086880004,664.75,7.94,"[[-1, -1, 6.65087, 23.61633, 10.74498], [1610612744, 101106, 7.29003, 26.15032, 0.0], [1610612744, 201575, 7.55471, 31.60346, 0.0], [1610612744, 201939, 7.74512, 16.14747, 0.0], [1610612744, 202691, 20.50089, 9.59667, 0.0], [1610612744, 203110, 11.04054, 24.1345, 0.0], [1610612739, 2544, 25.4172, 23.18914, 0.0], [1610612739, 2747, 5.3902, 5.87528, 0.0], [1610612739, 201567, 11.07353, 31.94143, 0.0], [1610612739, 202681, 24.50221, 3.59146, 0.0], [1610612739, 202389, 6.71448, 28.87071, 0.0]]",1495.25
44863,3,1451086880045,664.71,24.0,"[[-1, -1, 6.84482, 23.49318, 10.98589], [1610612744, 101106, 7.31181, 26.12409, 0.0], [1610612744, 201575, 7.64485, 31.58884, 0.0], [1610612744, 201939, 7.56973, 16.39441, 0.0], [1610612744, 202691, 20.63219, 9.60626, 0.0], [1610612744, 203110, 10.96644, 24.12665, 0.0], [1610612739, 2544, 25.64747, 23.20897, 0.0], [1610612739, 2747, 5.59112, 6.00362, 0.0], [1610612739, 201567, 10.92493, 31.72155, 0.0], [1610612739, 202681, 24.85245, 3.65029, 0.0], [1610612739, 202389, 6.87326, 29.07496, 0.0]]",1495.29
46283,3,1451086936844,607.98,3.35,"[[-1, -1, 8.50823, 21.11871, 6.14935], [1610612744, 101106, 8.296, 22.66187, 0.0], [1610612744, 201575, 11.97719, 21.41905, 0.0], [1610612744, 201939, 25.54238, 22.17564, 0.0], [1610612744, 202691, 12.37835, 40.2639, 0.0], [1610612744, 203110, 4.25991, 22.50504, 0.0], [1610612739, 2544, 25.21874, 8.83959, 0.0], [1610612739, 2747, 43.68611, 26.18441, 0.0], [1610612739, 201567, 6.65084, 24.50797, 0.0], [1610612739, 202681, 17.30581, 44.93968, 0.0], [1610612739, 202389, 8.60299, 20.57948, 0.0]]",1552.02
46284,3,1451086936883,607.94,24.0,"[[-1, -1, 8.73937, 20.80835, 5.87639], [1610612744, 101106, 8.23992, 22.6267, 0.0], [1610612744, 201575, 12.16906, 21.57158, 0.0], [1610612744, 201939, 25.49045, 22.09559, 0.0], [1610612744, 202691, 12.55766, 40.25794, 0.0], [1610612744, 203110, 4.16459, 22.3012, 0.0], [1610612739, 2544, 25.47545, 8.93747, 0.0], [1610612739, 2747, 43.86292, 26.21362, 0.0], [1610612739, 201567, 6.7861, 24.64445, 0.0], [1610612739, 202681, 17.64359, 44.85709, 0.0], [1610612739, 202389, 8.69419, 20.35996, 0.0]]",1552.06
46838,3,1451086959044,585.8,20.83,"[[-1, -1, 88.18824, 26.13743, 3.80249], [1610612744, 101106, 76.18611, 29.68472, 0.0], [1610612744, 201575, 84.31379, 45.20943, 0.0], [1610612744, 201939, 50.89809, 14.49565, 0.0], [1610612744, 202691, 88.80031, 35.39602, 0.0], [1610612744, 203110, 49.47607, 25.79743, 0.0], [1610612739, 2544, 87.30842, 27.02805, 0.0], [1610612739, 2747, 87.61299, 33.23718, 0.0], [1610612739, 201567, 89.08126, 22.7096, 0.0], [1610612739, 202681, 65.92479, 13.65542, 0.0], [1610612739, 202389, 80.13906, 39.95464, 0.0]]",1574.2
46839,3,1451086959084,585.76,24.0,"[[-1, -1, 88.36258, 26.29866, 4.04491], [1610612744, 101106, 75.8401, 29.64481, 0.0], [1610612744, 201575, 84.01318, 45.09009, 0.0], [1610612744, 201939, 50.75296, 14.45575, 0.0], [1610612744, 202691, 88.50505, 35.41374, 0.0], [1610612744, 203110, 49.33595, 25.82015, 0.0], [1610612739, 2544, 87.2822, 27.07819, 0.0], [1610612739, 2747, 87.51389, 33.26499, 0.0], [1610612739, 201567, 89.19979, 22.72341, 0.0], [1610612739, 202681, 65.76259, 13.61042, 0.0], [1610612739, 202389, 80.09093, 39.88359, 0.0]]",1574.24
47388,3,1451086981043,563.83,6.87,"[[-1, -1, 18.72997, 41.2083, 2.74213], [1610612744, 101106, 5.23921, 27.63346, 0.0], [1610612744, 201575, 9.48213, 29.78252, 0.0], [1610612744, 201939, 19.97931, 42.13402, 0.0], [1610612744, 202691, 13.26882, 15.41206, 0.0], [1610612744, 203110, 10.85193, 22.97357, 0.0], [1610612739, 2544, 5.39264, 33.83722, 0.0], [1610612739, 2747, 38.23578, 35.23968, 0.0], [1610612739, 201567, 37.92031, 17.55439, 0.0], [1610612739, 202681, 6.27989, 3.51052, 0.0], [1610612739, 202389, 16.58229, 20.64391, 0.0]]",1596.17
47389,3,1451086981083,563.79,24.0,"[[-1, -1, 19.17948, 41.08916, 2.71433], [1610612744, 101106, 5.26386, 27.65751, 0.0], [1610612744, 201575, 9.4028, 29.91522, 0.0], [1610612744, 201939, 20.2687, 42.34379, 0.0], [1610612744, 202691, 13.53431, 15.33111, 0.0], [1610612744, 203110, 11.24114, 23.05953, 0.0], [1610612739, 2544, 5.4152, 33.90751, 0.0], [1610612739, 2747, 38.54574, 35.38257, 0.0], [1610612739, 201567, 38.34539, 17.74162, 0.0], [1610612739, 202681, 6.37094, 3.57573, 0.0], [1610612739, 202389, 17.07855, 20.72135, 0.0]]",1596.21
47557,3,1451086987802,557.08,17.1,"[[-1, -1, 91.46034, 25.02227, 4.97817], [1610612744, 101106, 33.86293, 24.84232, 0.0], [1610612744, 201575, 55.5071, 11.57989, 0.0], [1610612744, 201939, 48.54225, 24.25828, 0.0], [1610612744, 202691, 82.10082, 4.25903, 0.0], [1610612744, 203110, 89.25592, 20.67729, 0.0], [1610612739, 2544, 57.06465, 35.32407, 0.0], [1610612739, 2747, 72.25253, 16.40006, 0.0], [1610612739, 201567, 95.41585, 42.3113, 0.0], [1610612739, 202681, 91.39831, 5.75315, 0.0], [1610612739, 202389, 90.68528, 23.89441, 0.0]]",1602.92
47558,3,1451086987843,557.04,24.0,"[[-1, -1, 91.5618, 25.09894, 4.98133], [1610612744, 101106, 33.78751, 24.87679, 0.0], [1610612744, 201575, 55.17621, 11.81308, 0.0], [1610612744, 201939, 48.3409, 24.3065, 0.0], [1610612744, 202691, 81.90568, 4.34299, 0.0], [1610612744, 203110, 89.01534, 20.71749, 0.0], [1610612739, 2544, 57.22427, 35.29346, 0.0], [1610612739, 2747, 72.11402, 16.25769, 0.0], [1610612739, 201567, 95.41821, 42.59629, 0.0], [1610612739, 202681, 91.52123, 5.71747, 0.0], [1610612739, 202389, 90.87417, 23.83649, 0.0]]",1602.96
48268,3,1451087200360,533.66,3.61,"[[-1, -1, 7.85108, 26.87354, 11.76027], [1610612744, 101106, 13.03659, 26.19587, 0.0], [1610612744, 201575, 7.47111, 21.56594, 0.0], [1610612744, 201939, 8.65218, 32.34319, 0.0], [1610612744, 202691, 11.17598, 19.945, 0.0], [1610612744, 203110, 35.52073, 25.08869, 0.0], [1610612739, 2544, 9.25715, 12.61514, 0.0], [1610612739, 2747, 12.07039, 40.28889, 0.0], [1610612739, 201567, 38.47033, 27.27677, 0.0], [1610612739, 202681, 5.86907, 18.37539, 0.0], [1610612739, 202389, 15.65249, 26.44858, 0.0]]",1626.3400000000001
48269,3,1451087200400,533.62,24.0,"[[-1, -1, 8.14116, 27.01523, 11.76196], [1610612744, 101106, 12.73208, 26.10021, 0.0], [1610612744, 201575, 7.43958, 21.76998, 0.0], [1610612744, 201939, 8.93348, 32.36508, 0.0], [1610612744, 202691, 11.21522, 20.11155, 0.0], [1610612744, 203110, 35.74914, 24.92426, 0.0], [1610612739, 2544, 9.47733, 12.81208, 0.0], [1610612739, 2747, 12.47484, 40.26821, 0.0], [1610612739, 201567, 38.84812, 27.24719, 0.0], [1610612739, 202681, 5.89653, 18.51344, 0.0], [1610612739, 202389, 15.45088, 26.39298, 0.0]]",1626.38
48932,3,1451087226920,506.95,0.51,"[[-1, -1, 4.16646, 25.84865, 2.5873], [1610612744, 101106, 9.18262, 29.5571, 0.0], [1610612744, 201575, 11.59717, 23.09164, 0.0], [1610612744, 201939, 17.2284, 23.83698, 0.0], [1610612744, 202691, 10.51512, 34.85502, 0.0], [1610612744, 203110, 44.56888, 19.56889, 0.0], [1610612739, 2544, 44.18612, 17.88222, 0.0], [1610612739, 2747, 31.86083, 37.90214, 0.0], [1610612739, 201567, 10.57927, 27.63033, 0.0], [1610612739, 202681, 15.0649, 36.79449, 0.0], [1610612739, 202389, 13.09086, 29.27907, 0.0]]",1653.05
48933,3,1451087226960,506.91,24.0,"[[-1, -1, 4.1281, 25.92862, 1.84796], [1610612744, 101106, 9.09521, 29.60545, 0.0], [1610612744, 201575, 11.74303, 23.04943, 0.0], [1610612744, 201939, 17.20458, 23.58177, 0.0], [1610612744, 202691, 10.67957, 34.90145, 0.0], [1610612744, 203110, 44.93297, 19.57279, 0.0], [1610612739, 2544, 44.60591, 18.01762, 0.0], [1610612739, 2747, 32.08889, 37.73258, 0.0], [1610612739, 201567, 10.64219, 27.87997, 0.0], [1610612739, 202681, 15.46489, 36.82264, 0.0], [1610612739, 202389, 13.34772, 29.0619, 0.0]]",1653.09
51054,3,1451087325719,426.53,15.2,"[[-1, -1, 89.06182, 24.06031, 10.19769], [1610612744, 101106, 85.88221, 30.12033, 0.0], [1610612744, 201575, 78.99624, 2.67347, 0.0], [1610612744, 201939, 90.1999, 23.37976, 0.0], [1610612744, 202691, 82.22203, 49.04757, 0.0], [1610612744, 203110, 78.00496, 28.95246, 0.0], [1610612739, 2544, 69.73605, 10.88746, 0.0], [1610612739, 2747, 82.46965, 46.589, 0.0], [1610612739, 201567, 86.72839, 28.64995, 0.0], [1610612739, 202681, 82.60383, 9.21803, 0.0], [1610612739, 202389, 87.04241, 22.67868, 0.0]]",1733.47
51536,3,1451087376557,414.78,24.0,"[[-1, -1, 6.17812, 24.82652, 3.81379], [1610612744, 101106, 6.67345, 18.70778, 0.0], [1610612744, 201575, 8.76156, 27.60824, 0.0], [1610612744, 201939, 7.05936, 33.5632, 0.0], [1610612744, 202691, 25.66029, 19.85225, 0.0], [1610612744, 203110, 12.1655, 15.18065, 0.0], [1610612739, 2544, 12.27278, 24.09901, 0.0], [1610612739, 2747, 24.95828, 43.26417, 0.0], [1610612739, 201567, 35.11537, 10.7961, 0.0], [1610612739, 202681, 44.16784, 22.35675, 0.0], [1610612739, 202684, 9.87842, 29.32086, 0.0]]",1745.22
52331,3,1451087408358,382.69,7.15,"[[-1, -1, 3.78019, 25.73149, 3.93267], [1610612744, 101106, 10.73493, 20.17006, 0.0], [1610612744, 201575, 28.22994, 26.61001, 0.0], [1610612744, 201939, 25.39179, 6.47052, 0.0], [1610612744, 202691, 6.15852, 26.17541, 0.0], [1610612744, 203110, 4.67885, 27.62303, 0.0], [1610612739, 2544, 37.54307, 18.8714, 0.0], [1610612739, 2747, 33.83359, 4.13877, 0.0], [1610612739, 201567, 9.30754, 30.49446, 0.0], [1610612739, 202681, 4.86014, 4.65383, 0.0], [1610612739, 202684, 14.2378, 25.39081, 0.0]]",1777.31
52332,3,1451087408397,382.65,24.0,"[[-1, -1, 3.73241, 25.73636, 3.86366], [1610612744, 101106, 10.97397, 20.08407, 0.0], [1610612744, 201575, 28.20457, 26.78339, 0.0], [1610612744, 201939, 25.44813, 6.47152, 0.0], [1610612744, 202691, 6.13048, 25.92892, 0.0], [1610612744, 203110, 4.40369, 27.63303, 0.0], [1610612739, 2544, 37.68254, 18.91761, 0.0], [1610612739, 2747, 34.26636, 4.16188, 0.0], [1610612739, 201567, 9.39819, 30.32622, 0.0], [1610612739, 202681, 4.8173, 4.84031, 0.0], [1610612739, 202684, 14.46244, 25.65011, 0.0]]",1777.35
54220,3,1451087521757,320.0,2.7,"[[-1, -1, 1.14037, 50.89748, 3.78373], [1610612744, 2738, 32.07709, 19.81745, 0.0], [1610612744, 101106, 15.57603, 21.08924, 0.0], [1610612744, 201939, 2.26566, 51.25514, 0.0], [1610612744, 202691, 20.54938, 13.48819, 0.0], [1610612744, 203110, 18.5875, 37.72931, 0.0], [1610612739, 2747, 36.62697, 32.39133, 0.0], [1610612739, 201567, 23.76379, 42.82083, 0.0], [1610612739, 202697, 39.49432, 16.3095, 0.0], [1610612739, 203521, 25.27042, 13.67335, 0.0], [1610612739, 202684, 20.13784, 20.88545, 0.0]]",1840.0
54221,3,1451087521796,320.0,24.0,"[[-1, -1, 1.25415, 50.89028, 3.81048], [1610612744, 2738, 32.32233, 19.73938, 0.0], [1610612744, 101106, 15.95123, 21.02244, 0.0], [1610612744, 201939, 2.29293, 51.39363, 0.0], [1610612744, 202691, 20.75606, 13.42526, 0.0], [1610612744, 203110, 18.45135, 37.94526, 0.0], [1610612739, 2747, 36.88084, 32.45916, 0.0], [1610612739, 201567, 23.95452, 42.78738, 0.0], [1610612739, 202697, 39.71002, 16.32096, 0.0], [1610612739, 203521, 25.49687, 13.96892, 0.0], [1610612739, 202684, 20.49988, 20.92569, 0.0]]",1840.0
54578,3,1451087536076,307.73,10.77,"[[-1, -1, 89.73836, 23.35683, 6.48384], [1610612744, 2738, 77.68882, 38.27954, 0.0], [1610612744, 101106, 89.21254, 23.42191, 0.0], [1610612744, 201939, 89.24485, 39.19145, 0.0], [1610612744, 202691, 73.2874, 11.47925, 0.0], [1610612744, 203110, 55.0305, 26.18122, 0.0], [1610612739, 2747, 91.66023, 26.38782, 0.0], [1610612739, 201567, 74.32022, 23.16252, 0.0], [1610612739, 202697, 84.67586, 18.21236, 0.0], [1610612739, 203521, 89.24131, 30.05149, 0.0], [1610612739, 202684, 84.6933, 26.58943, 0.0]]",1852.27
54579,3,1451087536117,307.69,24.0,"[[-1, -1, 91.4308, 24.13531, 4.75085], [1610612744, 2738, 77.52083, 38.18475, 0.0], [1610612744, 101106, 89.26081, 23.382, 0.0], [1610612744, 201939, 89.05044, 39.49743, 0.0], [1610612744, 202691, 72.98633, 11.51744, 0.0], [1610612744, 203110, 54.77742, 26.15625, 0.0], [1610612739, 2747, 91.73739, 26.41676, 0.0], [1610612739, 201567, 74.40104, 23.13378, 0.0], [1610612739, 202697, 84.72912, 18.24121, 0.0], [1610612739, 203521, 89.3358, 30.09013, 0.0], [1610612739, 202684, 84.75507, 26.26162, 0.0]]",1852.31
56857,3,1451087627235,216.46,6.75,"[[-1, -1, 92.50871, 15.38853, 0.51426], [1610612744, 2738, 71.36972, 9.20346, 0.0], [1610612744, 101106, 79.86309, 20.35953, 0.0], [1610612744, 201939, 38.80139, 25.18857, 0.0], [1610612744, 202691, 64.94519, 37.9159, 0.0], [1610612744, 203110, 89.97704, 27.57621, 0.0], [1610612739, 2747, 53.98187, 22.72833, 0.0], [1610612739, 201567, 78.28752, 24.27652, 0.0], [1610612739, 202697, 80.2633, 11.84188, 0.0], [1610612739, 203521, 89.97704, 27.57621, 0.0], [1610612739, 202684, 93.35621, 21.8414, 0.0]]",1943.54
56858,3,1451087627275,216.42,24.0,"[[-1, -1, 92.56767, 15.18497, 0.73051], [1610612744, 2738, 71.19093, 9.29832, 0.0], [1610612744, 101106, 79.40385, 20.20648, 0.0], [1610612744, 201939, 38.69845, 25.15726, 0.0], [1610612744, 202691, 64.76481, 37.78402, 0.0], [1610612744, 203110, 90.01035, 27.53306, 0.0], [1610612739, 2747, 53.77716, 22.83074, 0.0], [1610612739, 201567, 78.04286, 24.27662, 0.0], [1610612739, 202697, 80.04893, 11.79218, 0.0], [1610612739, 203521, 90.10632, 27.50046, 0.0], [1610612739, 202684, 93.16221, 22.08561, 0.0]]",1943.58
58054,3,1451087675115,168.53,6.74,"[[-1, -1, 5.59307, 23.18267, 11.15469], [1610612744, 2738, 7.97631, 19.67424, 0.0], [1610612744, 101106, 5.84822, 28.63569, 0.0], [1610612744, 201939, 20.38348, 22.55191, 0.0], [1610612744, 202691, -0.03878, 20.54177, 0.0], [1610612744, 203110, 7.4144, 25.60233, 0.0], [1610612739, 2747, 2.26664, 25.52262, 0.0], [1610612739, 201567, 2.47554, 27.69788, 0.0], [1610612739, 202697, 5.52905, 47.32526, 0.0], [1610612739, 203521, 35.06127, 27.29072, 0.0], [1610612739, 202684, 8.12724, 22.68263, 0.0]]",1991.47
58055,3,1451087675155,168.49,24.0,"[[-1, -1, 5.60445, 22.77203, 10.87058], [1610612744, 2738, 8.04212, 19.45276, 0.0], [1610612744, 101106, 5.8003, 28.64588, 0.0], [1610612744, 201939, 20.33588, 22.52539, 0.0], [1610612744, 202691, -0.20286, 20.67504, 0.0], [1610612744, 203110, 7.45549, 25.45798, 0.0], [1610612739, 2747, 2.14462, 26.02176, 0.0], [1610612739, 201567, 2.29577, 27.71428, 0.0], [1610612739, 202697, 5.62743, 47.27245, 0.0], [1610612739, 203521, 35.15777, 27.14891, 0.0], [1610612739, 202684, 7.83853, 22.52289, 0.0]]",1991.51
58616,3,1451087873792,150.89,7.23,"[[-1, -1, 87.71917, 21.67168, 5.76323], [1610612744, 2738, 81.86023, 46.39854, 0.0], [1610612744, 2733, 79.58263, 28.05112, 0.0], [1610612744, 201939, 72.09149, 35.90107, 0.0], [1610612744, 203105, 86.19625, 21.29876, 0.0], [1610612744, 203110, 87.22925, 29.55028, 0.0], [1610612739, 2544, 86.84577, 31.20942, 0.0], [1610612739, 2747, 70.18506, 29.05091, 0.0], [1610612739, 202697, 85.50143, 22.49455, 0.0], [1610612739, 203521, 80.66853, 26.83945, 0.0], [1610612739, 202684, 85.42105, 26.20779, 0.0]]",2009.1100000000001
58934,3,1451087924592,151.0,24.0,"[[-1, -1, 75.52401, 33.90479, 3.37947], [1610612744, 2738, 35.26687, 31.91266, 0.0], [1610612744, 2733, 40.46075, 22.23921, 0.0], [1610612744, 201939, 52.77498, 24.7515, 0.0], [1610612744, 203105, 38.00464, 23.3374, 0.0], [1610612744, 203110, 35.62261, 19.31158, 0.0], [1610612739, 2544, 43.6219, 45.16028, 0.0], [1610612739, 2747, 52.23514, 26.91336, 0.0], [1610612739, 202697, 74.29945, 20.0732, 0.0], [1610612739, 203521, 76.79088, 34.49542, 0.0], [1610612739, 202684, 50.14341, 15.82521, 0.0]]",2009.0
59487,3,1451087946711,129.07,1.86,"[[-1, -1, 6.88297, 35.17994, 6.53433], [1610612744, 2738, 9.32, 43.76332, 0.0], [1610612744, 2733, 17.22509, 21.37401, 0.0], [1610612744, 201939, 8.19171, 32.2387, 0.0], [1610612744, 203105, 6.32827, 26.26413, 0.0], [1610612744, 203110, 6.94316, 20.24188, 0.0], [1610612739, 2544, 10.53424, 47.99285, 0.0], [1610612739, 2747, 34.7313, 14.15439, 0.0], [1610612739, 202697, 5.07179, 2.60448, 0.0], [1610612739, 203521, 7.30443, 35.1023, 0.0], [1610612739, 202684, 8.04333, 23.92702, 0.0]]",2030.93
59488,3,1451087970670,129.0,24.0,"[[-1, -1, 18.2233, 23.9148, 3.46624], [1610612744, 2738, 12.74005, 33.54098, 0.0], [1610612744, 2733, 29.61874, 27.03888, 0.0], [1610612744, 201939, 24.71676, 41.77857, 0.0], [1610612744, 203105, 6.04995, 33.70244, 0.0], [1610612744, 203110, 5.52492, 16.18802, 0.0], [1610612739, 2544, 50.18802, 37.9722, 0.0], [1610612739, 2747, 50.3782, 16.25379, 0.0], [1610612739, 202697, 10.21518, 16.05287, 0.0], [1610612739, 203521, 19.03726, 25.00413, 0.0], [1610612739, 202684, 10.16643, 33.83069, 0.0]]",2031.0
60191,3,1451088005029,111.31,4.96,"[[-1, -1, 88.75534, 25.62155, 3.66721], [1610612744, 2738, 82.33243, 37.05327, 0.0], [1610612744, 2733, 96.44102, 14.48752, 0.0], [1610612744, 201939, 67.72834, 43.06016, 0.0], [1610612744, 203105, 85.07545, 29.43065, 0.0], [1610612744, 203110, 52.40382, 22.77679, 0.0], [1610612739, 2544, 91.99927, 17.91264, 0.0], [1610612739, 2747, 89.08141, 27.98586, 0.0], [1610612739, 202697, 77.96557, 23.28767, 0.0], [1610612739, 203521, 83.12191, 33.15805, 0.0], [1610612739, 202684, 86.45302, 26.88066, 0.0]]",2048.69
60639,3,1451088022949,93.76,24.0,"[[-1, -1, 6.66043, 23.77355, 12.90072], [1610612744, 2738, 12.06809, 19.88876, 0.0], [1610612744, 2733, 5.26806, 30.88332, 0.0], [1610612744, 201939, 9.37015, 34.34078, 0.0], [1610612744, 203105, 7.12593, 24.96136, 0.0], [1610612744, 203110, 10.4162, -0.14665, 0.0], [1610612739, 2544, 38.59741, 21.15675, 0.0], [1610612739, 2747, 32.56556, 39.13326, 0.0], [1610612739, 202697, 10.47948, 0.4204, 0.0], [1610612739, 203521, 12.29161, 30.9674, 0.0], [1610612739, 202684, 5.93177, 27.38778, 0.0]]",2066.24
61336,3,1451088050830,66.45,10.2,"[[-1, -1, 6.29888, 26.43213, 10.27315], [1610612744, 2738, 7.68973, 27.76279, 0.0], [1610612744, 2733, 10.83986, 13.79751, 0.0], [1610612744, 201939, 19.91407, 27.43901, 0.0], [1610612744, 203105, 5.40918, 22.92375, 0.0], [1610612744, 203110, 7.68973, 27.76279, 0.0], [1610612739, 2544, 6.257, 22.4741, 0.0], [1610612739, 2747, 15.08889, 3.10458, 0.0], [1610612739, 202697, 23.1385, 41.8487, 0.0], [1610612739, 203521, 40.73506, 23.39882, 0.0], [1610612739, 202684, 3.98741, 24.94691, 0.0]]",2093.55
61337,3,1451088050869,66.41,24.0,"[[-1, -1, 6.34872, 26.63075, 9.89663], [1610612744, 2738, 7.6454, 27.73999, 0.0], [1610612744, 2733, 10.67104, 13.90157, 0.0], [1610612744, 201939, 19.66909, 27.60152, 0.0], [1610612744, 203105, 5.04521, 23.05543, 0.0], [1610612744, 203110, 7.6454, 27.73999, 0.0], [1610612739, 2544, 6.32878, 22.45228, 0.0], [1610612739, 2747, 15.21135, 3.20745, 0.0], [1610612739, 202697, 23.16089, 41.78398, 0.0], [1610612739, 203521, 40.86061, 23.3961, 0.0], [1610612739, 202684, 3.87374, 24.75044, 0.0]]",2093.59
61759,3,1451088083428,54.96,13.65,"[[-1, -1, 17.82063, 28.05063, 3.94085], [1610612744, 2738, 14.52193, 33.44344, 0.0], [1610612744, 2733, 6.97292, 28.36865, 0.0], [1610612744, 201939, 16.0392, 13.73152, 0.0], [1610612744, 203105, 5.752, 22.44412, 0.0], [1610612744, 203110, 17.38689, 26.98717, 0.0], [1610612739, 2544, 30.64172, 31.71796, 0.0], [1610612739, 2747, 10.01925, 26.46439, 0.0], [1610612739, 202697, 30.78544, 17.96473, 0.0], [1610612739, 203521, 19.549, 7.52939, 0.0], [1610612739, 202684, 7.204, 18.33146, 0.0]]",2105.04
63240,4,1451088390184,720.0,24.0,"[[-1, -1, 95.91175, 5.91728, 3.62736], [1610612744, 2738, 27.14709, 18.97691, 0.0], [1610612744, 2733, 13.80181, 32.52202, 0.0], [1610612744, 201575, 35.68479, 16.89583, 0.0], [1610612744, 203105, 17.15404, 22.82897, 0.0], [1610612744, 203546, 21.7254, 33.20767, 0.0], [1610612739, 2544, 79.57937, 8.57527, 0.0], [1610612739, 2747, 4.76608, 49.66885, 0.0], [1610612739, 202697, 83.18264, 11.13043, 0.0], [1610612739, 203521, 25.50767, 38.32387, 0.0], [1610612739, 202684, 19.91028, 18.5779, 0.0]]",2160.0
63878,4,1451088415704,699.29,3.43,"[[-1, -1, 4.36238, 23.77149, 5.29274], [1610612744, 2738, 20.20661, 29.04514, 0.0], [1610612744, 2733, 9.26526, 35.22745, 0.0], [1610612744, 201575, 8.68167, 20.96459, 0.0], [1610612744, 203105, 7.03615, 24.64422, 0.0], [1610612744, 203546, 8.37754, 29.10489, 0.0], [1610612739, 2544, 6.17079, 42.40121, 0.0], [1610612739, 2747, 34.23686, 35.55163, 0.0], [1610612739, 202697, 7.77921, 4.47155, 0.0], [1610612739, 203521, 21.34279, 41.62391, 0.0], [1610612739, 202684, 5.89023, 22.12732, 0.0]]",2180.71
